symbol,date,transition,prior_regime,new_regime
SLVR,2025-10-17,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SMAP,2025-09-16,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SMG,2024-11-06,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SMG,2025-04-07,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
SMH,2025-07-22,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
SMIN,2025-07-16,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SMLF,2024-03-19,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SMLF,2024-11-12,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
SMMT,2025-04-07,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SMN,2025-02-13,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SMOG,2025-03-04,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SMP,2024-07-01,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
SMP,2025-07-30,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SMPL,2025-04-09,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SMSI,2025-10-08,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SMTI,2024-04-15,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SMTK,2025-05-13,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SMWB,2025-02-11,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SMX,2024-10-24,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SNA,2025-07-17,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SNAP,2024-08-01,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SNAV,2025-10-17,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SNCR,2024-05-10,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
SNCY,2024-05-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SNDR,2024-12-18,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SNDX,2024-12-16,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SNEX,2025-08-01,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SNOV,2024-05-02,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SNOV,2025-11-13,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SNPG,2024-11-19,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SNPS,2024-08-29,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SNPX,2024-11-12,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SNT,2024-04-16,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SNY,2024-12-17,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SNYR,2025-03-27,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SOBR,2024-10-01,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SOC,2025-12-23,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SOFI,2025-04-07,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SOGP,2025-06-16,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SOGP,2025-10-07,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SOHO,2025-02-07,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
SOLR,2025-08-01,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SOLT,2025-08-22,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SON,2025-01-02,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SON,2025-05-01,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SONM,2024-07-18,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
SONO,2025-05-08,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SOPA,2024-12-23,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SOPH,2024-03-11,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SORA,2025-08-15,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SOTK,2024-04-18,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SOUN,2025-01-06,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SOWG,2024-12-27,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SOXS,2024-04-04,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
SOXX,2024-06-20,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SPAB,2025-04-09,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SPAM,2024-08-08,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SPAQ,2024-12-03,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SPAQ,2025-10-13,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
SPB,2024-05-28,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SPC,2024-09-20,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SPCB,2025-02-18,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SPCE,2024-07-08,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SPCY,2025-08-05,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SPDG,2025-10-08,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SPDN,2025-08-26,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SPFI,2024-07-23,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SPG,2024-10-24,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SPGI,2025-04-09,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SPHB,2025-11-20,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SPHD,2025-01-07,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SPIB,2024-10-04,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SPIN,2025-11-04,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
SPIN,2025-12-12,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SPLB,2024-07-22,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SPLV,2025-01-07,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SPMC,2025-03-05,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
SPMO,2024-08-05,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SPOK,2024-11-06,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SPPL,2024-11-04,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SPRC,2024-09-11,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SPRO,2025-07-14,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SPRY,2024-08-13,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SPT,2024-05-01,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SPTB,2025-10-16,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SPTS,2025-03-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SPVU,2024-03-21,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
SPVU,2024-04-10,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SPWR,2025-10-15,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SPXD,2025-11-21,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SPXE,2024-04-08,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SPXN,2024-04-08,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SPXT,2024-09-12,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SPXU,2025-09-09,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SPXV,2024-04-08,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SPYD,2024-12-17,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SPYI,2024-12-20,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SPYX,2024-08-05,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SQNS,2025-11-17,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SQQQ,2025-11-20,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
SR,2025-01-21,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SRBK,2024-12-10,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SRFM,2025-06-24,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SRG,2024-06-21,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SRI,2024-11-18,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SRI,2025-02-03,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
SRL,2025-08-19,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
SRPT,2024-11-26,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SRRK,2025-03-11,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SRS,2024-11-06,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SRS,2024-12-18,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
SRS,2025-01-16,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SRTY,2025-11-20,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
SRZN,2024-04-01,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SSBI,2024-02-28,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
SSD,2025-07-29,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SSG,2025-01-07,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SSKN,2025-05-06,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SSL,2024-04-30,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SSP,2024-08-09,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
SSP,2025-03-12,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SSSSL,2025-01-06,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SSTI,2024-06-18,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SSTK,2025-03-31,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
SSYS,2024-04-15,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
ST,2024-12-13,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
STAA,2024-11-12,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
STAG,2024-11-06,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
STC,2024-07-11,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
STEC,2025-11-19,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
STEM,2024-08-06,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
STFS,2025-07-01,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
STHO,2025-04-01,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
STIM,2025-08-05,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
STKH,2024-05-10,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
STKL,2024-05-02,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
STKS,2024-09-04,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
STLA,2025-04-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
STM,2024-10-15,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
STNE,2024-06-17,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
STNG,2024-10-21,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
STOK,2024-03-27,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
STOK,2025-10-22,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
STOT,2025-04-08,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
STRR,2024-06-17,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
STRR,2024-12-12,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
STRS,2024-08-01,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
STRW,2024-04-25,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
STRW,2025-12-03,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
STT,2025-07-25,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
STTK,2024-09-30,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
STTK,2025-06-27,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
STVN,2024-03-18,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
STXS,2024-09-20,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SU,2025-09-10,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
SU,2025-09-29,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SUN,2025-01-30,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SUNE,2025-03-14,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
SUNE,2025-10-09,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SUNS,2025-04-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SURE,2025-07-08,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SURG,2024-08-14,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SURG,2024-09-03,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
SUUN,2024-12-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SUZ,2024-05-31,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SUZ,2025-06-05,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SVAL,2024-11-15,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SVC,2024-10-31,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SVCO,2024-10-14,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SVIX,2025-03-04,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SVM,2025-10-17,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SVRE,2025-03-24,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SVV,2024-06-18,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SVV,2025-07-31,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SVXY,2025-03-07,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SWAN,2025-04-04,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SWBI,2024-12-05,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SWBI,2025-09-10,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SWKHL,2025-09-15,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SWKS,2024-11-13,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SWVL,2025-12-09,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
SXTC,2024-09-11,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
SXTC,2025-02-24,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SY,2025-06-27,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SYF,2025-07-01,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
SYNA,2024-08-06,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SYNA,2025-04-03,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
SYNA,2025-08-08,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SYPR,2024-08-23,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
SYPR,2025-12-22,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SYRE,2025-10-14,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SYY,2025-09-19,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
SZK,2025-04-04,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TAC,2025-01-16,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TACT,2024-03-13,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TAFL,2024-06-26,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TAK,2024-07-19,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TAL,2025-10-30,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TALO,2024-06-20,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TANH,2025-03-18,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TAP,2025-02-13,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TARK,2024-11-11,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
TASK,2024-11-08,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
TASK,2025-08-26,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TAXT,2025-10-30,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TBBB,2025-08-12,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TBCH,2025-10-20,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
TBCH,2025-11-10,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TBFG,2025-08-01,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TBI,2025-11-04,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TBIL,2024-11-01,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TBJL,2024-06-26,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
TBLD,2024-06-04,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TBLL,2025-04-07,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TBLU,2025-10-24,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TBT,2025-03-04,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TC,2024-10-29,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TCBK,2024-05-02,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TCBX,2024-08-23,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TCBX,2025-08-22,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
TCHP,2025-03-04,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TCMD,2025-11-04,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
TCPB,2025-11-21,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TCRX,2024-06-21,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TCX,2025-11-18,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TDC,2024-08-01,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TDC,2025-04-04,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
TDC,2025-08-06,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TDI,2025-07-30,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TDOC,2024-11-04,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TDS,2024-11-06,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TDW,2024-10-30,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TDY,2025-07-10,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
TDY,2025-10-27,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TEAM,2024-04-29,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TECK,2024-12-16,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TECS,2024-10-31,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TECS,2025-09-17,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TEF,2025-04-09,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TEF,2025-08-15,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
TELA,2025-03-19,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TELO,2024-06-24,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TEN,2024-11-07,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TENB,2024-05-21,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TENX,2024-06-21,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
TENX,2024-07-02,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TEO,2025-02-10,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TFC,2025-12-10,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
TFII,2025-02-20,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TFIN,2025-03-10,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TFIN,2025-10-16,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TFJL,2024-03-28,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TFPN,2024-07-31,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TG,2024-03-26,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TGL,2024-07-25,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TGNA,2024-02-29,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
TGS,2024-05-30,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TGT,2025-08-20,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TGTX,2025-03-26,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TH,2024-11-12,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
THCH,2024-06-05,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
THCH,2024-09-23,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
THD,2024-10-25,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
THD,2025-02-25,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
THD,2025-03-04,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
THM,2025-12-11,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
THMZ,2025-08-19,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
THRM,2025-02-14,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
THRY,2025-03-26,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
THS,2025-05-06,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
THTA,2025-04-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TIL,2024-11-04,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TIME,2025-04-07,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
TIME,2025-08-28,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TINT,2024-06-12,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TIP,2025-04-09,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TISI,2024-08-27,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TITN,2024-05-21,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TIVC,2025-03-27,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TKC,2025-03-21,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TKO,2024-12-05,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TKR,2025-04-02,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
TKR,2025-07-30,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TLK,2024-04-12,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TLK,2025-02-03,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TLPH,2024-10-17,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TLSA,2024-08-06,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TLSI,2025-03-17,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TLTE,2025-02-25,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TLYS,2025-04-08,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TLYS,2025-05-13,DISTRIBUTION->MARKDOWN,DISTRIBUTION,MARKDOWN
TLYS,2025-05-30,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TMCI,2024-04-23,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TMDE,2025-07-17,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TMDV,2024-12-17,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TMDX,2024-04-29,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TMFC,2024-08-05,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TMFE,2025-09-10,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
TMFS,2024-07-15,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TMFX,2025-03-04,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TMHC,2025-02-12,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TMO,2025-07-22,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TMP,2024-12-17,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TMQ,2025-04-24,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TNC,2024-10-22,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TNDM,2025-03-03,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TNGX,2024-11-04,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TOI,2025-11-14,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TOK,2024-07-26,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TOL,2024-08-05,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TOLL,2024-08-05,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
TOMZ,2025-01-21,ACCUMULATION->MARKUP,ACCUMULATION,MARKUP
TOON,2024-08-02,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TOPS,2024-12-09,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TOST,2024-12-02,MARKUP->DISTRIBUTION,MARKUP,DISTRIBUTION
TOTL,2025-10-07,MARKDOWN->ACCUMULATION,MARKDOWN,ACCUMULATION
