symbol,date,event,prior_regime
RYI,2025-01-13,SOW,ACCUMULATION
RYLD,2024-10-11,BC,DISTRIBUTION
RYLG,2025-06-27,BC,MARKDOWN
RYSE,2024-12-11,BC,DISTRIBUTION
RYN,2025-08-07,BC,DISTRIBUTION
RZLV,2025-09-10,BC,ACCUMULATION
RZLV,2025-09-15,SOS,DISTRIBUTION
RZG,2024-07-29,SOS,DISTRIBUTION
RYTM,2025-09-11,SOS,DISTRIBUTION
RZLT,2025-11-07,SOS,DISTRIBUTION
RZV,2025-09-17,SOS,ACCUMULATION
SA,2025-09-15,BC,MARKUP
SAA,2025-11-07,BC,ACCUMULATION
SABR,2025-10-22,BC,ACCUMULATION
SABR,2025-08-08,SPRING,ACCUMULATION
SABR,2024-03-04,SOS,DISTRIBUTION
SABR,2025-11-06,SOW,DISTRIBUTION
SACH,2025-12-11,BC,ACCUMULATION
SABS,2025-09-17,BC,DISTRIBUTION
SAH,2024-11-06,BC,MARKDOWN
SAH,2024-11-25,SOS,DISTRIBUTION
SAH,2024-09-10,SOW,ACCUMULATION
SAIH,2025-12-08,BC,DISTRIBUTION
SAIA,2025-10-30,SPRING,MARKDOWN
SAIA,2025-04-25,SOW,ACCUMULATION
SAGP,2024-08-08,SOS,DISTRIBUTION
SAIC,2025-12-04,BC,ACCUMULATION
SAMG,2025-12-02,BC,ACCUMULATION
SAMM,2025-08-12,BC,DISTRIBUTION
SAN,2025-06-16,BC,ACCUMULATION
SAN,2025-02-11,SPRING,MARKDOWN
SAN,2025-07-02,SOS,DISTRIBUTION
SANA,2025-10-15,BC,ACCUMULATION
SANA,2025-06-06,SPRING,MARKDOWN
SANA,2024-03-04,SOS,DISTRIBUTION
SANA,2025-03-18,SOW,ACCUMULATION
SANG,2025-01-21,BC,ACCUMULATION
SANG,2024-05-30,SPRING,MARKDOWN
SANM,2025-07-29,BC,ACCUMULATION
SANM,2025-10-06,SOS,DISTRIBUTION
SANM,2024-04-04,SOW,ACCUMULATION
SAP,2025-01-28,BC,MARKDOWN
SAP,2025-04-22,SPRING,MARKUP
SAP,2025-02-21,SOS,DISTRIBUTION
SARO,2025-03-11,BC,ACCUMULATION
SARO,2024-12-20,SPRING,MARKDOWN
SARO,2025-03-25,SOS,DISTRIBUTION
SARO,2024-12-12,SOW,DISTRIBUTION
SARK,2025-11-20,BC,ACCUMULATION
SARK,2024-08-05,SOS,MARKDOWN
SARK,2024-07-16,SOW,ACCUMULATION
SAR,2024-11-25,SOS,DISTRIBUTION
SATS,2025-12-10,BC,ACCUMULATION
SATS,2024-08-13,SPRING,ACCUMULATION
SATL,2025-12-19,BC,ACCUMULATION
SATL,2024-12-03,SPRING,MARKDOWN
SAWG,2025-09-29,SOS,DISTRIBUTION
SAVA,2025-09-23,BC,DISTRIBUTION
SAVA,2024-07-31,SPRING,MARKDOWN
SAVA,2024-06-28,SOW,ACCUMULATION
SBDS,2025-12-10,BC,MARKUP
SBDS,2025-09-22,SOS,DISTRIBUTION
SAWS,2024-09-27,SOW,ACCUMULATION
SB,2025-11-26,BC,MARKUP
SB,2024-06-03,SOS,DISTRIBUTION
SBCF,2025-08-22,SOS,ACCUMULATION
SBAC,2025-10-28,BC,ACCUMULATION
SBAC,2024-02-28,SPRING,MARKDOWN
SBAC,2024-04-10,SOS,ACCUMULATION
SBAC,2024-02-27,SOW,DISTRIBUTION
SBEV,2025-04-21,SOS,DISTRIBUTION
SBET,2024-12-06,BC,MARKUP
SBET,2024-03-18,SOS,DISTRIBUTION
SBFG,2024-10-01,SOS,DISTRIBUTION
SBFM,2025-10-14,BC,DISTRIBUTION
SBH,2025-08-05,BC,MARKUP
SBH,2024-09-18,SOS,DISTRIBUTION
SBGI,2025-11-06,BC,ACCUMULATION
SBIT,2025-11-20,BC,ACCUMULATION
SBIT,2024-10-31,SPRING,DISTRIBUTION
SBIT,2024-11-11,SOW,ACCUMULATION
SBLK,2025-07-02,BC,DISTRIBUTION
SBIO,2025-10-15,BC,ACCUMULATION
SBIO,2025-11-03,SOS,DISTRIBUTION
SBR,2025-08-06,BC,ACCUMULATION
SBR,2025-09-05,SOS,DISTRIBUTION
SBSW,2024-10-24,BC,ACCUMULATION
SBSW,2024-09-11,SPRING,MARKDOWN
SBSW,2024-04-09,SOS,DISTRIBUTION
SBSW,2024-09-10,SOW,MARKUP
SBS,2025-08-12,BC,ACCUMULATION
SBS,2025-10-27,SOS,DISTRIBUTION
SBUX,2025-11-05,BC,ACCUMULATION
SBUX,2024-08-13,SOS,DISTRIBUTION
SCC,2025-10-10,BC,MARKUP
SCC,2024-04-19,SOS,DISTRIBUTION
SCAP,2024-07-18,SOS,DISTRIBUTION
SCCO,2025-10-28,SOS,DISTRIBUTION
SCDS,2025-08-22,BC,ACCUMULATION
SCHE,2024-05-02,BC,ACCUMULATION
SCHE,2024-10-11,SOS,DISTRIBUTION
SCHB,2025-10-14,BC,ACCUMULATION
SCHA,2025-08-22,BC,MARKDOWN
SCHA,2024-12-18,SOW,ACCUMULATION
SCHD,2025-07-01,BC,ACCUMULATION
SCHF,2025-06-23,BC,ACCUMULATION
SCHG,2025-08-20,BC,ACCUMULATION
SCHL,2025-07-25,BC,DISTRIBUTION
SCHI,2025-08-22,BC,ACCUMULATION
SCHM,2024-08-30,BC,MARKUP
SCHK,2025-08-22,BC,ACCUMULATION
SCHO,2025-03-03,BC,MARKDOWN
SCHO,2024-12-04,SOW,ACCUMULATION
SCHP,2024-08-05,BC,ACCUMULATION
SCHP,2024-08-23,SOS,DISTRIBUTION
SCHP,2024-12-18,SOW,MARKUP
SCHV,2024-09-11,SOS,DISTRIBUTION
SCHX,2025-10-14,BC,ACCUMULATION
SCHY,2025-01-13,SPRING,MARKDOWN
SCHY,2024-12-18,SOW,ACCUMULATION
SCI,2025-03-10,BC,DISTRIBUTION
SCI,2024-06-20,SPRING,MARKDOWN
SCI,2024-11-06,SOS,ACCUMULATION
SCKT,2025-11-13,BC,ACCUMULATION
SCLZ,2024-10-15,SOS,DISTRIBUTION
SCM,2025-07-11,BC,MARKUP
SCM,2024-03-20,SPRING,MARKDOWN
SCM,2025-03-03,SOS,DISTRIBUTION
SCLX,2025-07-28,BC,ACCUMULATION
SCLX,2025-09-16,SOS,DISTRIBUTION
SCNI,2025-02-06,BC,DISTRIBUTION
SCNX,2025-10-23,BC,ACCUMULATION
SCOR,2025-01-23,BC,MARKDOWN
SCOR,2024-08-06,SOW,ACCUMULATION
SCSC,2025-08-22,BC,ACCUMULATION
SCVL,2025-09-04,BC,ACCUMULATION
SCWO,2025-10-08,BC,MARKDOWN
SCWO,2025-01-29,SOW,DISTRIBUTION
SCYB,2025-08-22,BC,ACCUMULATION
SCYB,2024-04-10,SOW,MARKUP
SCYX,2025-09-11,BC,ACCUMULATION
SD,2025-11-12,BC,ACCUMULATION
SD,2025-03-04,SPRING,ACCUMULATION
SDCI,2025-11-10,SOS,DISTRIBUTION
SDEM,2025-07-23,BC,MARKDOWN
SDEM,2025-01-13,SPRING,ACCUMULATION
SDEM,2025-09-11,SOS,DISTRIBUTION
SDEM,2025-04-07,SOW,ACCUMULATION
SDCP,2024-08-01,BC,MARKDOWN
SDG,2024-07-16,BC,DISTRIBUTION
SDGR,2025-10-20,BC,ACCUMULATION
SDGR,2024-10-08,SPRING,DISTRIBUTION
SDHY,2025-12-22,BC,ACCUMULATION
SDIV,2024-12-20,SPRING,MARKDOWN
SDIV,2025-07-02,SOS,ACCUMULATION
SDIV,2024-12-18,SOW,ACCUMULATION
SDOT,2025-06-13,BC,DISTRIBUTION
SDOG,2025-03-07,BC,MARKUP
SDOG,2024-11-21,SOS,DISTRIBUTION
SDP,2024-10-03,SPRING,MARKDOWN
SDOW,2025-11-20,BC,DISTRIBUTION
SDRL,2025-08-22,BC,DISTRIBUTION
SDRL,2024-11-13,SPRING,MARKDOWN
SDRL,2024-11-12,SOW,MARKUP
SDST,2025-10-14,BC,DISTRIBUTION
SDS,2025-10-10,BC,DISTRIBUTION
SDS,2025-08-15,SPRING,ACCUMULATION
SDS,2025-08-22,SOW,ACCUMULATION
SDY,2024-08-02,BC,MARKDOWN
SDY,2024-09-11,SOS,DISTRIBUTION
SEAT,2024-12-30,BC,DISTRIBUTION
SEAT,2025-04-21,SPRING,MARKDOWN
SEAT,2025-04-16,SOW,ACCUMULATION
SECR,2025-03-14,BC,ACCUMULATION
SEB,2025-02-14,BC,MARKUP
SEB,2025-05-19,SPRING,DISTRIBUTION
SEE,2025-11-04,BC,ACCUMULATION
SEE,2025-07-02,SPRING,MARKDOWN
SEE,2024-05-31,SOS,DISTRIBUTION
SEE,2025-02-21,SOW,MARKUP
SEDG,2025-11-05,BC,MARKDOWN
SEDG,2024-11-15,SOW,ACCUMULATION
SEED,2025-03-26,BC,ACCUMULATION
SEED,2024-04-04,SOS,ACCUMULATION
SEED,2025-04-08,SOW,DISTRIBUTION
SEI,2025-09-23,SOS,DISTRIBUTION
SEER,2025-08-08,BC,ACCUMULATION
SEF,2025-11-17,BC,DISTRIBUTION
SEIX,2024-10-10,BC,ACCUMULATION
SELF,2025-12-23,BC,ACCUMULATION
SELX,2025-01-10,BC,MARKDOWN
SELX,2024-03-27,SPRING,DISTRIBUTION
SELX,2024-06-06,SOS,ACCUMULATION
SELX,2024-10-09,SOW,ACCUMULATION
SENEB,2024-05-24,BC,DISTRIBUTION
SENEB,2024-09-20,SOS,DISTRIBUTION
SEM,2025-04-07,SOW,ACCUMULATION
SEMI,2024-10-11,SPRING,MARKDOWN
SEMR,2025-05-08,BC,ACCUMULATION
SEMR,2025-05-08,SPRING,ACCUMULATION
SEMR,2025-08-01,SOW,DISTRIBUTION
SENEA,2025-03-04,BC,MARKDOWN
SENEA,2025-06-30,SPRING,MARKUP
SENEA,2025-06-09,SOS,DISTRIBUTION
SEPM,2025-09-04,SOS,DISTRIBUTION
SEPU,2025-08-27,BC,DISTRIBUTION
SEPU,2025-09-11,SOS,DISTRIBUTION
SENS,2025-10-06,BC,MARKUP
SENS,2024-12-09,SPRING,ACCUMULATION
SENS,2024-12-26,SOS,ACCUMULATION
SENS,2024-09-06,SOW,DISTRIBUTION
SEPP,2025-09-16,SOS,DISTRIBUTION
SER,2025-03-28,BC,ACCUMULATION
SER,2025-11-07,SOW,DISTRIBUTION
SERV,2025-10-09,BC,ACCUMULATION
SERV,2024-07-29,SOS,MARKDOWN
SERV,2024-07-19,SOW,ACCUMULATION
SEPZ,2024-08-30,SOS,DISTRIBUTION
SES,2025-10-15,BC,ACCUMULATION
SERA,2025-06-27,BC,ACCUMULATION
SERA,2025-06-11,SPRING,DISTRIBUTION
SETH,2025-11-04,BC,MARKDOWN
SETH,2024-11-11,SOW,ACCUMULATION
SEVN,2025-10-06,SOW,ACCUMULATION
SFBC,2025-03-13,BC,DISTRIBUTION
SFD,2025-08-04,BC,ACCUMULATION
SFD,2025-05-02,SPRING,MARKDOWN
SF,2025-10-22,BC,ACCUMULATION
SFBS,2025-12-10,BC,ACCUMULATION
SFBS,2024-07-16,SOS,MARKDOWN
SFBS,2024-03-05,SOW,ACCUMULATION
SFNC,2024-07-25,SOS,DISTRIBUTION
SFL,2025-11-11,BC,ACCUMULATION
SFL,2025-04-07,SPRING,DISTRIBUTION
SFL,2025-10-16,SOW,ACCUMULATION
SFST,2025-07-22,BC,ACCUMULATION
SFST,2024-06-27,SPRING,MARKDOWN
SFST,2025-11-07,SOS,DISTRIBUTION
SFWL,2025-12-16,BC,ACCUMULATION
SFYF,2024-11-06,BC,ACCUMULATION
SFYF,2024-05-14,SPRING,MARKDOWN
SFYF,2024-12-09,SOS,DISTRIBUTION
SG,2024-08-09,BC,DISTRIBUTION
SG,2024-08-15,SOS,DISTRIBUTION
SGA,2024-10-29,BC,DISTRIBUTION
SGC,2025-08-06,SPRING,MARKDOWN
SGC,2025-03-25,SOW,ACCUMULATION
SGBX,2025-11-19,BC,DISTRIBUTION
SGDJ,2025-09-19,BC,ACCUMULATION
SGDJ,2025-09-30,SOS,DISTRIBUTION
SGDM,2025-04-03,BC,ACCUMULATION
SGDM,2025-04-10,SOS,DISTRIBUTION
SGHT,2025-11-12,BC,DISTRIBUTION
SGHT,2025-11-25,SOS,DISTRIBUTION
SGHC,2025-09-05,BC,ACCUMULATION
SGHC,2025-06-26,SPRING,MARKDOWN
SGLC,2024-03-20,SOS,DISTRIBUTION
SGLY,2025-03-21,BC,DISTRIBUTION
SGLY,2025-03-21,SPRING,DISTRIBUTION
SGLY,2025-03-25,SOW,DISTRIBUTION
SGMT,2025-10-24,BC,MARKUP
SGMT,2025-06-24,SOS,DISTRIBUTION
SGMO,2025-09-25,BC,MARKUP
SGMO,2024-07-26,SOS,DISTRIBUTION
SGML,2025-11-19,BC,ACCUMULATION
SGML,2024-05-14,SOS,DISTRIBUTION
SGN,2024-08-26,BC,ACCUMULATION
SGN,2024-04-05,SOS,DISTRIBUTION
SGRP,2025-08-26,BC,DISTRIBUTION
SGU,2024-11-05,BC,DISTRIBUTION
SGU,2025-02-04,SOS,DISTRIBUTION
SGU,2024-04-09,SOW,ACCUMULATION
SGRY,2025-10-23,BC,MARKDOWN
SGRY,2025-04-07,SPRING,DISTRIBUTION
SGRY,2025-06-20,SOW,ACCUMULATION
SHBI,2024-12-04,SOS,DISTRIBUTION
SHAK,2024-10-10,BC,MARKDOWN
SHAK,2024-10-30,SOS,DISTRIBUTION
SHAK,2024-07-29,SOW,ACCUMULATION
SH,2025-11-20,BC,ACCUMULATION
SH,2024-11-07,SOS,MARKDOWN
SHC,2025-08-08,BC,ACCUMULATION
SHC,2025-03-21,SPRING,ACCUMULATION
SHC,2024-02-27,SOS,DISTRIBUTION
SHC,2024-03-20,SOW,MARKUP
SHDG,2025-09-08,SOS,DISTRIBUTION
SHE,2024-06-28,SOS,DISTRIBUTION
SHCO,2025-11-18,SPRING,MARKDOWN
SHEL,2025-06-25,BC,ACCUMULATION
SHFS,2025-07-09,BC,DISTRIBUTION
SHFS,2025-03-20,SPRING,ACCUMULATION
SHFS,2025-03-24,SOS,MARKDOWN
SHFS,2025-03-20,SOW,ACCUMULATION
SHG,2025-10-08,BC,MARKDOWN
SHG,2025-11-13,SOS,DISTRIBUTION
SHG,2025-04-04,SOW,ACCUMULATION
SHIM,2025-12-16,BC,ACCUMULATION
SHIP,2025-11-24,BC,ACCUMULATION
SHIP,2024-05-16,SOS,MARKDOWN
SHIP,2024-03-28,SOW,ACCUMULATION
SHLS,2025-10-15,BC,ACCUMULATION
SHMD,2025-10-15,BC,MARKUP
SHMD,2024-07-05,SOS,DISTRIBUTION
SHM,2025-09-03,BC,ACCUMULATION
SHOO,2025-11-05,BC,ACCUMULATION
SHOO,2025-05-07,SPRING,MARKDOWN
SHOO,2025-04-07,SOW,DISTRIBUTION
SHOP,2025-10-03,BC,ACCUMULATION
SHPP,2025-11-03,BC,ACCUMULATION
SHPP,2025-11-11,SOS,DISTRIBUTION
SHPH,2025-09-17,BC,MARKDOWN
SHPH,2025-04-22,SOW,ACCUMULATION
SHRT,2025-02-26,BC,ACCUMULATION
SHRT,2025-07-31,SPRING,DISTRIBUTION
SHRY,2025-02-28,BC,DISTRIBUTION
SHW,2025-01-30,BC,DISTRIBUTION
SHW,2024-09-11,SOS,MARKDOWN
SHW,2024-04-15,SOW,ACCUMULATION
SHUS,2025-11-07,BC,DISTRIBUTION
SHUS,2025-10-22,SOS,ACCUMULATION
SHY,2025-10-13,BC,ACCUMULATION
SI,2025-11-12,BC,DISTRIBUTION
SI,2025-12-16,SOS,DISTRIBUTION
SIDU,2025-12-22,BC,DISTRIBUTION
SIEB,2025-12-11,BC,DISTRIBUTION
SIF,2025-05-09,BC,DISTRIBUTION
SID,2025-10-06,BC,DISTRIBUTION
SIFY,2025-10-10,SOS,DISTRIBUTION
SIG,2025-09-02,BC,ACCUMULATION
SIG,2025-06-02,SPRING,MARKDOWN
SIG,2025-01-14,SOW,ACCUMULATION
SIGA,2025-08-07,BC,ACCUMULATION
SIGA,2024-04-02,SOS,ACCUMULATION
SIGI,2024-10-23,BC,DISTRIBUTION
SII,2025-11-07,BC,ACCUMULATION
SIL,2025-10-02,BC,ACCUMULATION
SIL,2024-03-28,SPRING,MARKDOWN
SIL,2025-12-11,SOS,DISTRIBUTION
SIJ,2025-11-20,BC,DISTRIBUTION
SIJ,2025-04-03,SPRING,MARKDOWN
SIJ,2025-06-20,SOS,ACCUMULATION
SIJ,2024-07-18,SOW,ACCUMULATION
SILO,2025-09-15,BC,DISTRIBUTION
SINT,2025-04-23,SPRING,ACCUMULATION
SIMO,2025-09-25,SPRING,MARKDOWN
SIRI,2025-10-30,BC,ACCUMULATION
SIRI,2025-04-07,SPRING,DISTRIBUTION
SIRI,2024-09-10,SOS,MARKDOWN
SITE,2025-07-30,BC,ACCUMULATION
SITC,2025-06-18,BC,DISTRIBUTION
SITM,2025-09-15,SOS,ACCUMULATION
SIXA,2025-03-05,BC,MARKUP
SIXA,2025-02-28,SOS,DISTRIBUTION
SIXG,2025-08-06,BC,ACCUMULATION
SIXG,2025-08-27,SOS,DISTRIBUTION
SIXH,2024-08-09,SOS,DISTRIBUTION
SJB,2025-10-10,BC,MARKUP
SJ,2024-12-12,BC,MARKUP
SJ,2025-10-02,SPRING,ACCUMULATION
SJ,2024-04-08,SOS,DISTRIBUTION
SJM,2025-03-07,BC,DISTRIBUTION
SJM,2025-06-10,SOW,DISTRIBUTION
SJNK,2025-04-04,SOW,ACCUMULATION
SJT,2025-05-22,BC,ACCUMULATION
SJT,2024-08-22,SOW,ACCUMULATION
SKF,2025-11-20,BC,DISTRIBUTION
SKF,2024-08-02,SPRING,MARKDOWN
SKF,2024-11-07,SOS,ACCUMULATION
SKF,2024-07-18,SOW,ACCUMULATION
SKE,2025-02-05,BC,MARKDOWN
SKE,2025-05-06,SOS,DISTRIBUTION
SKIN,2025-05-09,BC,DISTRIBUTION
SKIL,2025-10-17,BC,MARKUP
SKIL,2024-12-27,SOS,DISTRIBUTION
SKLZ,2025-07-23,BC,MARKDOWN
SKLZ,2024-03-14,SOW,ACCUMULATION
SKM,2025-04-03,BC,MARKUP
SKM,2025-05-13,SPRING,ACCUMULATION
SKM,2024-07-31,SOS,MARKDOWN
SKM,2024-04-12,SOW,DISTRIBUTION
SKRE,2025-10-16,BC,DISTRIBUTION
SKT,2025-08-05,BC,ACCUMULATION
SKT,2024-10-04,SOS,MARKDOWN
SKT,2024-03-14,SOW,ACCUMULATION
SKYE,2025-09-26,BC,DISTRIBUTION
SKY,2025-11-06,BC,ACCUMULATION
SKYQ,2025-04-10,BC,DISTRIBUTION
SKYQ,2025-05-22,SOS,DISTRIBUTION
SKWD,2025-05-02,BC,ACCUMULATION
SKWD,2024-10-03,SPRING,MARKDOWN
SKYH,2025-03-21,BC,ACCUMULATION
SKYH,2024-05-01,SPRING,DISTRIBUTION
SKYH,2024-05-14,SOS,ACCUMULATION
SKYH,2024-06-28,SOW,MARKUP
SKYT,2025-11-10,BC,ACCUMULATION
SKYT,2024-12-16,SPRING,MARKDOWN
SKYW,2025-07-28,BC,DISTRIBUTION
SKYX,2025-11-24,BC,ACCUMULATION
SLDE,2025-09-30,BC,DISTRIBUTION
SLDE,2025-12-09,SOS,DISTRIBUTION
SLAB,2025-02-05,BC,DISTRIBUTION
SLB,2025-01-17,BC,DISTRIBUTION
SKYY,2025-01-28,BC,ACCUMULATION
SKYY,2024-11-20,SPRING,MARKDOWN
SKYY,2025-10-07,SOS,DISTRIBUTION
SLDB,2025-10-08,BC,ACCUMULATION
SLDB,2025-05-02,SPRING,MARKDOWN
SLDB,2025-02-10,SOW,DISTRIBUTION
SLE,2025-03-28,SOW,ACCUMULATION
SLDP,2025-11-05,BC,ACCUMULATION
SLF,2025-05-09,SOS,DISTRIBUTION
SLGN,2024-11-06,SOS,DISTRIBUTION
SLGL,2025-09-04,SOS,DISTRIBUTION
SLI,2025-10-03,SOS,DISTRIBUTION
SLM,2025-03-04,BC,MARKUP
SLM,2025-02-14,SOS,DISTRIBUTION
SLNH,2025-09-22,BC,MARKUP
SLNH,2024-03-05,SOS,DISTRIBUTION
SLSN,2025-10-02,BC,DISTRIBUTION
SLQT,2025-08-21,BC,ACCUMULATION
SLQT,2024-05-16,SOS,DISTRIBUTION
SLRX,2024-12-20,BC,ACCUMULATION
SLRX,2024-06-13,SPRING,MARKDOWN
SLRX,2024-06-17,SOS,ACCUMULATION
SLP,2025-12-02,BC,MARKDOWN
SLP,2025-06-12,SOW,DISTRIBUTION
SLS,2025-05-20,BC,MARKDOWN
SLS,2025-06-30,SOS,DISTRIBUTION
SLS,2024-12-10,SOW,ACCUMULATION
SLSR,2025-09-29,SOS,DISTRIBUTION
SLVR,2025-09-30,SOS,DISTRIBUTION
SLVO,2024-10-18,BC,ACCUMULATION
SLVO,2025-09-17,SOS,DISTRIBUTION
SLVP,2025-09-30,SOS,DISTRIBUTION
SLVM,2025-11-11,BC,ACCUMULATION
SMA,2025-10-02,BC,MARKUP
SMA,2025-10-01,SOS,DISTRIBUTION
SLYG,2024-11-06,SOS,DISTRIBUTION
SMAP,2025-09-16,BC,MARKUP
SMAP,2025-08-28,SOS,DISTRIBUTION
SMAX,2025-10-01,SOS,DISTRIBUTION
SMBK,2024-11-06,BC,MARKDOWN
SMBK,2025-01-22,SPRING,DISTRIBUTION
SMCI,2025-10-08,BC,DISTRIBUTION
SMCO,2024-07-16,BC,MARKDOWN
SMCO,2024-10-30,SOS,ACCUMULATION
SMCO,2024-04-22,SOW,ACCUMULATION
SMDV,2025-07-01,BC,DISTRIBUTION
SMDD,2025-06-23,SOS,DISTRIBUTION
SMHX,2025-08-01,BC,ACCUMULATION
SMHX,2025-08-12,SOS,DISTRIBUTION
SMG,2025-04-09,SPRING,MARKDOWN
SMG,2024-10-04,SOS,DISTRIBUTION
SMG,2025-04-07,SOW,DISTRIBUTION
SMFG,2025-11-14,BC,ACCUMULATION
SMH,2025-07-22,SOS,ACCUMULATION
SMID,2024-11-15,BC,DISTRIBUTION
SMID,2024-12-02,SOS,DISTRIBUTION
SMIG,2024-09-18,SOS,DISTRIBUTION
SMIN,2025-07-16,BC,MARKUP
SMLF,2025-07-01,BC,ACCUMULATION
SMLF,2024-03-19,SPRING,MARKDOWN
SMLF,2024-11-12,SOS,ACCUMULATION
SMLR,2025-10-27,BC,DISTRIBUTION
SMMT,2025-07-03,BC,ACCUMULATION
SMMV,2025-09-11,BC,DISTRIBUTION
SMOG,2025-03-04,BC,MARKUP
SMOG,2024-07-12,SOS,DISTRIBUTION
SMN,2024-12-18,SOS,DISTRIBUTION
SMOT,2024-07-16,BC,DISTRIBUTION
SMOT,2024-11-05,SOS,DISTRIBUTION
SMPL,2025-04-09,BC,MARKUP
SMPL,2024-11-20,SOS,DISTRIBUTION
SMP,2025-08-05,BC,ACCUMULATION
SMP,2025-10-27,SOS,DISTRIBUTION
SMP,2024-07-01,SOW,DISTRIBUTION
SMSI,2025-10-08,BC,MARKUP
SMSI,2024-04-11,SOS,DISTRIBUTION
SMRT,2025-03-05,SPRING,ACCUMULATION
SMRT,2025-04-07,SOW,ACCUMULATION
SMST,2025-09-25,BC,ACCUMULATION
SMST,2024-11-14,SPRING,MARKDOWN
SMST,2025-10-30,SOS,DISTRIBUTION
SMRI,2024-11-21,BC,MARKDOWN
SMRI,2025-10-09,SOS,DISTRIBUTION
SMTK,2025-07-17,BC,DISTRIBUTION
SMTI,2025-05-15,BC,ACCUMULATION
SMWB,2025-08-13,BC,DISTRIBUTION
SMWB,2024-11-13,SOS,MARKDOWN
SMWB,2024-07-09,SOW,ACCUMULATION
SMX,2024-12-30,BC,DISTRIBUTION
SMX,2024-07-15,SOS,MARKDOWN
SN,2025-07-02,BC,ACCUMULATION
SNA,2025-07-17,BC,MARKUP
SNA,2025-01-31,SOS,DISTRIBUTION
SNAL,2025-06-16,BC,ACCUMULATION
SNAL,2024-10-07,SOS,MARKDOWN
SNAL,2024-02-26,SOW,ACCUMULATION
SNAP,2025-07-01,BC,ACCUMULATION
SNAP,2025-09-02,SPRING,DISTRIBUTION
SNCR,2024-08-08,BC,MARKDOWN
SNCR,2024-08-27,SOS,DISTRIBUTION
SNCR,2024-05-10,SOW,DISTRIBUTION
SNCY,2024-06-20,BC,DISTRIBUTION
SNBR,2024-09-17,SOS,DISTRIBUTION
SNDA,2025-11-05,BC,ACCUMULATION
SNDA,2024-03-08,SPRING,MARKDOWN
SNDL,2025-12-12,BC,ACCUMULATION
SNDR,2024-11-06,SOS,DISTRIBUTION
SNEX,2025-08-01,BC,MARKUP
SNEX,2024-11-20,SOS,DISTRIBUTION
SNDX,2025-08-05,BC,DISTRIBUTION
SNFCA,2024-11-18,BC,MARKDOWN
SNN,2025-09-12,SOS,DISTRIBUTION
SNOU,2025-11-04,SOS,DISTRIBUTION
SNOA,2025-07-10,BC,DISTRIBUTION
SNOV,2024-11-20,BC,ACCUMULATION
SNOV,2024-05-02,SPRING,MARKDOWN
SNOV,2025-08-22,SOS,DISTRIBUTION
SNPX,2025-05-29,BC,DISTRIBUTION
SNPS,2025-12-11,BC,DISTRIBUTION
SNPG,2024-11-19,BC,MARKUP
SNWV,2025-07-09,SOS,DISTRIBUTION
SNT,2025-06-20,BC,ACCUMULATION
SNT,2024-04-16,SPRING,MARKDOWN
SNT,2025-10-21,SOS,DISTRIBUTION
SNTG,2025-09-02,BC,MARKDOWN
SNTG,2024-05-23,SPRING,DISTRIBUTION
SNTG,2025-09-08,SOS,DISTRIBUTION
SNTG,2024-12-09,SOW,ACCUMULATION
SNYR,2025-06-20,BC,ACCUMULATION
SNX,2025-09-25,BC,ACCUMULATION
SNY,2024-12-17,BC,MARKUP
SNY,2024-05-01,SOS,DISTRIBUTION
SOAR,2025-10-14,BC,ACCUMULATION
SO,2025-02-20,BC,DISTRIBUTION
SO,2025-07-10,SOS,DISTRIBUTION
SOC,2025-12-23,BC,MARKUP
SOC,2024-05-10,SOS,DISTRIBUTION
SOBR,2025-10-10,BC,DISTRIBUTION
SOBR,2024-10-01,SPRING,MARKDOWN
SOBR,2024-10-02,SOS,ACCUMULATION
SOFX,2025-10-28,BC,ACCUMULATION
SOHO,2024-11-01,BC,DISTRIBUTION
SOHO,2024-10-03,SPRING,ACCUMULATION
SOHO,2025-12-18,SOS,MARKDOWN
SOHO,2025-02-07,SOW,DISTRIBUTION
SOFI,2025-10-28,BC,ACCUMULATION
SOFI,2025-04-07,SPRING,MARKDOWN
SOLT,2025-08-22,BC,MARKUP
SOLT,2025-07-22,SOS,DISTRIBUTION
SOGP,2025-08-28,BC,ACCUMULATION
SOGP,2025-06-16,SPRING,MARKDOWN
SOGP,2025-09-02,SOS,DISTRIBUTION
SOGP,2025-04-30,SOW,ACCUMULATION
SOHU,2024-10-03,BC,ACCUMULATION
SONM,2025-04-01,BC,DISTRIBUTION
SONM,2024-07-16,SPRING,ACCUMULATION
SONM,2024-07-18,SOS,ACCUMULATION
SONO,2025-08-12,BC,ACCUMULATION
SONO,2025-05-08,SPRING,MARKDOWN
SON,2025-07-01,BC,ACCUMULATION
SON,2025-05-01,SPRING,MARKDOWN
SON,2025-04-07,SOW,ACCUMULATION
SOPH,2025-10-30,BC,ACCUMULATION
SOPA,2025-10-06,BC,ACCUMULATION
SONY,2024-12-18,SOW,ACCUMULATION
SOS,2025-12-19,BC,ACCUMULATION
SOS,2024-03-06,SOS,DISTRIBUTION
SOTK,2025-09-05,BC,MARKDOWN
SOTK,2025-03-21,SPRING,ACCUMULATION
SOTK,2025-04-15,SOW,ACCUMULATION
SOWG,2025-07-24,BC,DISTRIBUTION
SOUN,2025-08-11,BC,DISTRIBUTION
SOXQ,2024-05-23,SOS,DISTRIBUTION
